Transaction ID,Date,Customer ID,Gender,Age,Product Category,Product,Quantity,Price per Unit,Total Amount,Region,Payment Method
7123,2023-01-05,CUST_01006,Female,51,Home & Kitchen,Blender,4,236.02,944.08,West,Credit Card
9407,2023-01-05,CUST_01072,Male,23,Electronics,Tablet,2,210.94,421.88,North,Cash
7898,2023-01-05,CUST_00885,Female,69,Electronics,Tablet,2,745.79,1491.58,East,Credit Card
3612,2023-01-05,CUST_01196,Male,55,Home & Kitchen,Knife Set,7,207.26,1450.82,North,Credit Card
7738,2023-01-05,CUST_01062,Male,34,Sports,Yoga Mat,2,37.84,75.68,East,Credit Card
1822,2023-01-06,CUST_01507,Male,45,Food,Dark Chocolate,1,11.23,11.23,South,Debit Card
5412,2023-01-06,CUST_01039,Female,30,Sports,Yoga Mat,1,145.57,145.57,West,Credit Card
9874,2023-01-06,CUST_01331,Male,18,Home & Kitchen,Storage Container,1,247.62,247.62,North,Credit Card
3633,2023-01-06,CUST_01029,Male,56,Food,Dark Chocolate,1,26.9,26.9,South,Cash
2427,2023-01-06,CUST_00560,Male,68,Clothing,Jeans,5,18.78,93.9,West,Debit Card
1209,2023-01-07,CUST_00063,Male,21,Electronics,Smartphone,4,219.75,879.0,North,Credit Card
9953,2023-01-07,CUST_01902,Female,68,Beauty,Perfume,1,99.9,99.9,East,Credit Card
10180,2023-01-07,CUST_00363,Female,70,Food,Dark Chocolate,2,29.49,58.98,North,Cash
1073,2023-01-07,CUST_00623,Male,18,Beauty,Eye Shadow,1,56.89,56.89,South,UPI
4318,2023-01-07,CUST_01109,Female,49,Electronics,Laptop,2,228.12,456.24,West,Debit Card
10487,2023-01-07,CUST_00014,Male,49,Clothing,Hoodie,1,80.22,80.22,North,Credit Card
10866,2023-01-07,CUST_00319,Male,26,Clothing,Sneakers,1,65.5,65.5,South,Credit Card
2902,2023-01-07,CUST_00473,Female,48,Food,Green Tea,2,13.28,26.56,East,Credit Card
3295,2023-01-07,CUST_00795,Female,58,Beauty,Hair Oil,5,56.1,280.5,South,UPI
2484,2023-01-07,CUST_01935,Female,67,Beauty,Foundation,2,115.68,231.36,West,Credit Card
8723,2023-01-07,CUST_00364,Female,57,Home & Kitchen,Wall Clock,3,158.87,476.61,North,Cash
7572,2023-01-08,CUST_00475,Female,68,Food,Dark Chocolate,5,32.44,162.2,East,Debit Card
5504,2023-01-08,CUST_01319,Male,60,Clothing,Jacket,4,32.28,129.12,East,Debit Card
6340,2023-01-08,CUST_00307,Male,33,Sports,Dumbbells,4,9.21,36.84,South,Cash
4913,2023-01-08,CUST_00607,Female,61,Home & Kitchen,Blender,1,36.23,36.23,East,Debit Card
5901,2023-01-08,CUST_01147,Male,53,Home & Kitchen,Blender,2,128.29,256.58,East,Credit Card
2169,2023-01-08,CUST_00533,Male,50,Home & Kitchen,Storage Container,4,188.95,755.8,West,UPI
5771,2023-01-09,CUST_00598,Female,60,Sports,Running Shoes,1,73.93,73.93,North,Credit Card
7351,2023-01-09,CUST_00356,Male,25,Electronics,Smart Watch,3,95.37,286.11,West,Credit Card
7954,2023-01-09,CUST_00332,Female,70,Home & Kitchen,Blender,5,76.92,384.6,West,Debit Card
6948,2023-01-09,CUST_01210,Female,62,Electronics,Tablet,2,789.6,1579.2,East,UPI
6863,2023-01-09,CUST_00260,Male,38,Clothing,T-Shirt,2,56.21,112.42,East,UPI
4745,2023-01-09,CUST_00162,Female,58,Sports,Running Shoes,1,79.64,79.64,South,UPI
9181,2023-01-09,CUST_00783,Male,29,Electronics,Smart Watch,6,489.68,2938.08,North,Debit Card
1129,2023-01-09,CUST_01392,Male,36,Beauty,Moisturizer,2,95.46,190.92,West,UPI
6236,2023-01-09,CUST_00373,Female,59,Food,Green Tea,1,31.29,31.29,South,Credit Card
2516,2023-01-10,CUST_01181,Female,21,Clothing,Jeans,3,57.15,171.45,North,UPI
3762,2023-01-10,CUST_00309,Female,36,Electronics,Smart Watch,4,363.31,1453.24,North,Cash
10396,2023-01-10,CUST_01182,Male,32,Home & Kitchen,Blender,4,38.64,154.56,South,UPI
3296,2023-01-10,CUST_01997,Female,60,Beauty,Lipstick,4,104.86,419.44,East,UPI
4099,2023-01-10,CUST_00724,Male,56,Food,Olive Oil,3,33.2,99.6,East,Debit Card
4314,2023-01-10,CUST_00747,Female,70,Food,Dark Chocolate,1,28.27,28.27,West,Credit Card
8575,2023-01-10,CUST_00097,Male,28,Sports,Dumbbells,1,85.71,85.71,West,Cash
1206,2023-01-11,CUST_00291,Female,46,Sports,Cricket Bat,2,184.13,368.26,East,Cash
7534,2023-01-11,CUST_00167,Male,37,Clothing,Jacket,4,129.09,516.36,East,UPI
7554,2023-01-11,CUST_01947,Female,41,Sports,Football,1,188.59,188.59,North,Cash
3819,2023-01-11,CUST_01196,Male,55,Food,Protein Bar,4,32.56,130.24,North,Credit Card
6384,2023-01-11,CUST_01948,Male,65,Electronics,USB Cable,3,346.04,1038.12,West,Debit Card
8870,2023-01-11,CUST_00113,Female,44,Electronics,Power Bank,1,640.89,640.89,East,UPI
6858,2023-01-11,CUST_00094,Male,68,Home & Kitchen,Pillow,1,227.18,227.18,East,Cash
3529,2023-01-11,CUST_01591,Female,61,Clothing,T-Shirt,1,96.66,96.66,South,Debit Card
8863,2023-01-11,CUST_00981,Female,26,Beauty,Hair Oil,1,92.08,92.08,South,Cash
8101,2023-01-11,CUST_01374,Male,41,Food,Granola,2,16.84,33.68,South,UPI
4108,2023-01-11,CUST_01170,Female,55,Electronics,Smartphone,4,502.17,2008.68,South,Debit Card
10741,2023-01-12,CUST_01845,Female,60,Food,Green Tea,2,14.53,29.06,North,Cash
7504,2023-01-12,CUST_00094,Male,68,Food,Mixed Nuts,2,22.11,44.22,East,Cash
10397,2023-01-12,CUST_00270,Female,32,Home & Kitchen,Pillow,1,105.99,105.99,North,UPI
3693,2023-01-12,CUST_01418,Female,51,Home & Kitchen,Table Lamp,1,70.01,70.01,East,UPI
9592,2023-01-12,CUST_01574,Female,19,Electronics,Power Bank,3,458.39,1375.17,North,Cash
8231,2023-01-12,CUST_00842,Female,25,Beauty,Hair Oil,5,21.89,109.45,East,Cash
2887,2023-01-12,CUST_00044,Male,26,Beauty,Sunscreen,5,71.61,358.05,East,UPI
9895,2023-01-12,CUST_01103,Female,39,Sports,Running Shoes,4,77.89,311.56,South,Cash
6475,2023-01-12,CUST_00958,Female,58,Home & Kitchen,Wall Clock,2,149.46,298.92,East,UPI
2284,2023-01-12,CUST_00077,Male,66,Home & Kitchen,Table Lamp,2,90.2,180.4,West,Cash
5757,2023-01-12,CUST_01454,Male,53,Food,Green Tea,1,4.82,4.82,North,UPI
4272,2023-01-12,CUST_00006,Female,21,Home & Kitchen,Blender,2,169.59,339.18,North,Cash
9681,2023-01-12,CUST_01790,Male,68,Clothing,Shorts,3,139.01,417.03,West,UPI
5688,2023-01-13,CUST_01128,Male,26,Beauty,Hair Oil,6,14.3,85.8,West,Cash
4711,2023-01-13,CUST_00833,Female,34,Electronics,Smart Watch,3,351.95,1055.85,North,Credit Card
7484,2023-01-13,CUST_01796,Female,62,Electronics,Smartphone,3,532.86,1598.58,North,UPI
9253,2023-01-13,CUST_00062,Male,53,Home & Kitchen,Bedsheet,4,218.12,872.48,North,Credit Card
4783,2023-01-13,CUST_00293,Male,60,Home & Kitchen,Knife Set,1,134.53,134.53,West,UPI
3350,2023-01-13,CUST_00820,Female,19,Sports,Resistance Band,4,148.86,595.44,South,Debit Card
1408,2023-01-13,CUST_01622,Female,55,Sports,Water Bottle,4,40.62,162.48,West,Credit Card
6302,2023-01-13,CUST_01065,Male,68,Sports,Running Shoes,5,189.62,948.1,West,Debit Card
4965,2023-01-14,CUST_00386,Male,61,Food,Protein Bar,3,14.89,44.67,West,UPI
3978,2023-01-14,CUST_00099,Female,40,Sports,Running Shoes,3,170.6,511.8,North,UPI
9424,2023-01-14,CUST_00018,Male,47,Electronics,USB Cable,1,763.81,763.81,North,Cash
1946,2023-01-14,CUST_01585,Male,24,Home & Kitchen,Pillow,1,231.82,231.82,East,Debit Card
2265,2023-01-14,CUST_01745,Female,59,Electronics,USB Cable,4,624.45,2497.8,South,Cash
3361,2023-01-14,CUST_01832,Female,22,Clothing,Jeans,3,45.12,135.36,South,Credit Card
9964,2023-01-14,CUST_00146,Male,30,Electronics,Bluetooth Speaker,1,336.41,336.41,South,Credit Card
1457,2023-01-14,CUST_00279,Female,59,Electronics,Power Bank,2,762.29,1524.58,West,Debit Card
9985,2023-01-14,CUST_01434,Male,63,Home & Kitchen,Wall Clock,3,71.86,215.58,East,UPI
2744,2023-01-14,CUST_01448,Male,18,Beauty,Moisturizer,2,40.51,81.02,East,Cash
10381,2023-01-15,CUST_01582,Male,59,Food,Peanut Butter,2,14.31,28.62,East,Cash
8598,2023-01-15,CUST_01451,Female,57,Beauty,Eye Shadow,6,15.05,90.3,East,UPI
9694,2023-01-15,CUST_00672,Female,56,Home & Kitchen,Storage Container,5,46.95,234.75,West,Cash
6070,2023-01-15,CUST_00855,Female,53,Food,Green Tea,5,12.5,62.5,South,Credit Card
2753,2023-01-15,CUST_01596,Female,34,Food,Mixed Nuts,4,30.81,123.24,East,Credit Card
3225,2023-01-15,CUST_00943,Female,42,Clothing,Shorts,3,75.28,225.84,West,Credit Card
1471,2023-01-15,CUST_00354,Male,54,Electronics,Tablet,1,96.9,96.9,North,Credit Card
2800,2023-01-15,CUST_00026,Female,51,Clothing,Sneakers,3,34.45,103.35,South,Debit Card
3818,2023-01-15,CUST_00475,Female,68,Home & Kitchen,Storage Container,2,157.82,315.64,East,Debit Card
4008,2023-01-15,CUST_01902,Female,68,Electronics,Power Bank,4,493.98,1975.92,East,Credit Card
10943,2023-01-15,CUST_00310,Female,22,Clothing,Dress,4,44.05,176.2,East,Credit Card
8784,2023-01-16,CUST_00150,Male,25,Electronics,Tablet,2,733.21,1466.42,West,Debit Card
5813,2023-01-16,CUST_01939,Male,34,Clothing,Formal Shirt,1,132.73,132.73,East,Credit Card
9865,2023-01-16,CUST_01802,Male,41,Beauty,Sunscreen,2,118.37,236.74,South,UPI
1899,2023-01-16,CUST_01948,Male,65,Home & Kitchen,Blender,4,27.14,108.56,West,Cash
1841,2023-01-16,CUST_01310,Female,50,Electronics,Headphones,6,571.45,3428.7,West,Debit Card
5156,2023-01-16,CUST_00764,Male,69,Home & Kitchen,Knife Set,3,118.84,356.52,West,UPI
7813,2023-01-16,CUST_01357,Male,45,Clothing,Sneakers,1,31.89,31.89,North,Cash
6991,2023-01-16,CUST_01021,Male,45,Home & Kitchen,Pillow,1,157.97,157.97,South,Cash
8478,2023-01-16,CUST_00212,Female,51,Food,Organic Honey,5,37.32,186.6,West,Credit Card
3132,2023-01-16,CUST_00876,Female,43,Electronics,Tablet,2,118.16,236.32,East,Debit Card
6347,2023-01-17,CUST_01995,Female,56,Home & Kitchen,Storage Container,2,249.07,498.14,North,Cash
5097,2023-01-17,CUST_00342,Female,31,Food,Green Tea,1,36.53,36.53,South,UPI
8850,2023-01-17,CUST_01108,Female,19,Electronics,USB Cable,1,186.15,186.15,South,UPI
4118,2023-01-17,CUST_01854,Female,42,Electronics,Power Bank,2,185.72,371.44,West,UPI
6986,2023-01-17,CUST_01984,Female,27,Home & Kitchen,Knife Set,2,151.68,303.36,North,UPI
5547,2023-01-17,CUST_01808,Female,65,Beauty,Hair Oil,3,80.77,242.31,East,UPI
9266,2023-01-17,CUST_01067,Male,21,Clothing,Formal Shirt,6,130.51,783.06,South,Debit Card
10836,2023-01-18,CUST_00227,Female,43,Beauty,Face Wash,3,89.16,267.48,North,Credit Card
9619,2023-01-18,CUST_00822,Male,45,Food,Mixed Nuts,3,35.66,106.98,East,Credit Card
4420,2023-01-18,CUST_01780,Female,64,Home & Kitchen,Blender,1,49.74,49.74,East,Debit Card
9066,2023-01-18,CUST_01963,Female,53,Food,Organic Honey,5,32.42,162.1,East,Cash
10793,2023-01-18,CUST_00780,Female,53,Beauty,Lipstick,2,46.44,92.88,West,Cash
1333,2023-01-18,CUST_00261,Female,36,Home & Kitchen,Wall Clock,5,227.74,1138.7,North,Credit Card
1564,2023-01-18,CUST_00181,Female,19,Sports,Resistance Band,2,42.52,85.04,North,UPI
3534,2023-01-18,CUST_00902,Male,59,Food,Olive Oil,4,17.54,70.16,South,UPI
3683,2023-01-18,CUST_01147,Male,53,Sports,Yoga Mat,5,173.17,865.85,East,UPI
4088,2023-01-19,CUST_00742,Male,33,Food,Mixed Nuts,5,30.89,154.45,North,Debit Card
1245,2023-01-19,CUST_00226,Female,36,Electronics,Headphones,4,69.11,276.44,South,Credit Card
9213,2023-01-19,CUST_01927,Male,66,Food,Green Tea,3,15.12,45.36,East,Credit Card
9470,2023-01-19,CUST_01203,Female,22,Electronics,USB Cable,2,97.06,194.12,West,Debit Card
4067,2023-01-19,CUST_01726,Female,43,Sports,Water Bottle,6,78.08,468.48,East,Credit Card
10192,2023-01-19,CUST_01211,Male,62,Beauty,Eye Shadow,4,41.88,167.52,East,Cash
6134,2023-01-20,CUST_00395,Female,42,Electronics,Tablet,2,31.92,63.84,West,UPI
1172,2023-01-20,CUST_00769,Female,30,Electronics,Bluetooth Speaker,1,134.01,134.01,West,Credit Card
6844,2023-01-20,CUST_00709,Female,30,Sports,Cricket Bat,2,42.57,85.14,West,Cash
5136,2023-01-20,CUST_01296,Female,65,Electronics,Power Bank,4,353.71,1414.84,North,Debit Card
7686,2023-01-20,CUST_00386,Male,61,Home & Kitchen,Wall Clock,4,232.53,930.12,West,Credit Card
4946,2023-01-20,CUST_01773,Female,62,Food,Organic Honey,2,32.55,65.1,South,Credit Card
5056,2023-01-20,CUST_01514,Male,43,Home & Kitchen,Blender,3,203.03,609.09,North,Credit Card
6982,2023-01-21,CUST_00762,Female,46,Clothing,Jeans,4,139.75,559.0,North,Debit Card
6639,2023-01-21,CUST_00536,Male,33,Clothing,Formal Shirt,1,54.54,54.54,West,Debit Card
6785,2023-01-21,CUST_01060,Male,32,Sports,Yoga Mat,2,61.54,123.08,North,Debit Card
3709,2023-01-21,CUST_00495,Male,43,Sports,Cricket Bat,3,123.29,369.87,West,Cash
3704,2023-01-21,CUST_01760,Female,51,Home & Kitchen,Blender,3,127.96,383.88,East,Credit Card
3213,2023-01-22,CUST_01120,Male,54,Home & Kitchen,Storage Container,2,144.67,289.34,North,UPI
1795,2023-01-22,CUST_00464,Female,55,Food,Mixed Nuts,1,30.96,30.96,East,UPI
7135,2023-01-22,CUST_01375,Female,60,Home & Kitchen,Storage Container,2,140.14,280.28,North,Credit Card
10738,2023-01-22,CUST_00403,Male,49,Beauty,Foundation,5,113.11,565.55,South,Credit Card
7254,2023-01-22,CUST_00630,Male,59,Home & Kitchen,Cookware Set,3,70.01,210.03,East,UPI
9288,2023-01-22,CUST_00805,Female,42,Food,Granola,5,7.19,35.95,South,Credit Card
1372,2023-01-22,CUST_01085,Female,60,Food,Protein Bar,1,5.74,5.74,South,Cash
1937,2023-01-22,CUST_01468,Male,20,Electronics,Power Bank,2,542.4,1084.8,South,UPI
2074,2023-01-22,CUST_01753,Female,34,Home & Kitchen,Wall Clock,4,186.49,745.96,West,UPI
2514,2023-01-22,CUST_01604,Female,53,Beauty,Moisturizer,1,59.05,59.05,South,Cash
4264,2023-01-22,CUST_01906,Female,20,Clothing,Shorts,5,67.53,337.65,East,Debit Card
9532,2023-01-22,CUST_00549,Female,66,Electronics,Smartphone,3,503.05,1509.15,South,UPI
8086,2023-01-22,CUST_01972,Female,23,Beauty,Perfume,3,57.1,171.3,South,Cash
4224,2023-01-23,CUST_00086,Male,57,Clothing,Sneakers,4,88.29,353.16,East,Debit Card
10638,2023-01-23,CUST_00353,Female,28,Beauty,Moisturizer,3,118.89,356.67,West,UPI
4471,2023-01-23,CUST_00661,Male,52,Home & Kitchen,Wall Clock,2,100.93,201.86,North,Credit Card
3517,2023-01-23,CUST_01009,Female,53,Clothing,Jeans,1,138.13,138.13,East,UPI
10237,2023-01-23,CUST_00351,Female,60,Sports,Yoga Mat,3,196.91,590.73,South,Debit Card
2747,2023-01-23,CUST_01491,Female,21,Home & Kitchen,Knife Set,1,31.63,31.63,South,UPI
10601,2023-01-23,CUST_00763,Female,25,Electronics,USB Cable,3,196.17,588.51,East,Credit Card
9845,2023-01-23,CUST_01231,Female,69,Clothing,Hoodie,4,137.24,548.96,South,Debit Card
4690,2023-01-23,CUST_01329,Female,23,Clothing,Dress,4,127.38,509.52,North,UPI
1641,2023-01-24,CUST_01578,Male,68,Beauty,Foundation,5,13.81,69.05,South,Debit Card
10790,2023-01-24,CUST_00442,Female,35,Home & Kitchen,Wall Clock,6,199.11,1194.66,East,Cash
10462,2023-01-24,CUST_00107,Male,66,Home & Kitchen,Table Lamp,4,179.4,717.6,East,Credit Card
6943,2023-01-24,CUST_01904,Male,67,Sports,Football,2,60.71,121.42,South,UPI
7855,2023-01-24,CUST_01180,Male,48,Food,Peanut Butter,2,12.15,24.3,South,Debit Card
1883,2023-01-24,CUST_00288,Male,67,Beauty,Hair Oil,1,46.84,46.84,East,UPI
6859,2023-01-24,CUST_00934,Female,51,Beauty,Moisturizer,2,6.58,13.16,East,Cash
9761,2023-01-24,CUST_00394,Male,26,Electronics,Smart Watch,2,277.66,555.32,West,Cash
3686,2023-01-24,CUST_01564,Female,62,Beauty,Moisturizer,3,33.23,99.69,South,Debit Card
9625,2023-01-25,CUST_01487,Male,35,Electronics,Power Bank,7,144.29,1010.03,West,UPI
5552,2023-01-25,CUST_00314,Female,43,Clothing,Shorts,4,132.7,530.8,North,UPI
8048,2023-01-25,CUST_01930,Female,39,Sports,Running Shoes,4,9.33,37.32,North,Cash
8810,2023-01-25,CUST_00090,Male,53,Home & Kitchen,Knife Set,2,75.82,151.64,South,Credit Card
7950,2023-01-25,CUST_01633,Male,39,Sports,Resistance Band,3,66.48,199.44,West,Credit Card
1011,2023-01-25,CUST_01082,Male,64,Food,Granola,1,38.35,38.35,South,Credit Card
7090,2023-01-26,CUST_01343,Female,65,Home & Kitchen,Table Lamp,3,182.43,547.29,North,Cash
2814,2023-01-26,CUST_00670,Male,32,Clothing,Jeans,3,56.34,169.02,South,Credit Card
7442,2023-01-26,CUST_00918,Female,40,Home & Kitchen,Bedsheet,2,200.08,400.16,North,Credit Card
2050,2023-01-26,CUST_00183,Male,60,Food,Protein Bar,5,13.44,67.2,North,Credit Card
10640,2023-01-26,CUST_01513,Male,39,Sports,Skipping Rope,3,37.99,113.97,North,Credit Card
6173,2023-01-26,CUST_00938,Female,40,Home & Kitchen,Storage Container,6,230.4,1382.4,North,UPI
5235,2023-01-26,CUST_00704,Female,23,Electronics,Laptop,4,760.5,3042.0,West,UPI
6294,2023-01-27,CUST_00491,Female,38,Sports,Skipping Rope,1,43.91,43.91,North,Credit Card
5327,2023-01-27,CUST_01433,Male,61,Beauty,Perfume,1,64.13,64.13,North,Credit Card
1926,2023-01-27,CUST_01069,Female,27,Electronics,Tablet,4,522.85,2091.4,East,UPI
3019,2023-01-27,CUST_01984,Female,27,Electronics,Laptop,3,62.03,186.09,North,Credit Card
9264,2023-01-27,CUST_01221,Male,70,Food,Green Tea,3,17.42,52.26,North,Cash
9526,2023-01-27,CUST_01794,Male,48,Electronics,Power Bank,1,575.4,575.4,North,Debit Card
2203,2023-01-27,CUST_00735,Male,25,Sports,Dumbbells,1,155.64,155.64,North,Cash
7185,2023-01-27,CUST_00232,Female,25,Electronics,USB Cable,2,88.8,177.6,South,Debit Card
4162,2023-01-27,CUST_01869,Female,27,Sports,Dumbbells,3,128.28,384.84,South,UPI
10400,2023-01-27,CUST_01336,Male,55,Home & Kitchen,Storage Container,1,158.12,158.12,East,Credit Card
9438,2023-01-27,CUST_01540,Female,57,Food,Olive Oil,3,34.27,102.81,West,Credit Card
4413,2023-01-27,CUST_01899,Male,36,Home & Kitchen,Knife Set,1,169.0,169.0,East,Debit Card
8513,2023-01-27,CUST_01210,Female,62,Food,Granola,5,4.95,24.75,East,Cash
5520,2023-01-27,CUST_00591,Female,56,Clothing,Formal Shirt,4,133.59,534.36,North,Credit Card
9146,2023-01-27,CUST_01571,Male,42,Home & Kitchen,Storage Container,4,164.77,659.08,West,Debit Card
8435,2023-01-28,CUST_00701,Male,49,Home & Kitchen,Pillow,1,12.98,12.98,North,Credit Card
1378,2023-01-28,CUST_00732,Female,57,Home & Kitchen,Blender,2,128.5,257.0,East,Credit Card
3422,2023-01-28,CUST_00638,Female,63,Electronics,Smart Watch,5,727.67,3638.35,South,Cash
10901,2023-01-28,CUST_00785,Male,49,Food,Mixed Nuts,3,35.37,106.11,West,Cash
8274,2023-01-28,CUST_01655,Male,18,Clothing,Sneakers,4,78.9,315.6,North,Debit Card
5418,2023-01-29,CUST_00851,Female,45,Home & Kitchen,Pillow,1,30.23,30.23,West,Cash
3720,2023-01-29,CUST_00086,Male,57,Home & Kitchen,Blender,4,40.97,163.88,East,UPI
4951,2023-01-29,CUST_01594,Male,31,Food,Dark Chocolate,2,33.58,67.16,South,UPI
8640,2023-01-29,CUST_01897,Female,65,Food,Dark Chocolate,4,26.14,104.56,West,Credit Card
10215,2023-01-29,CUST_01571,Male,42,Electronics,USB Cable,1,563.68,563.68,West,UPI
5508,2023-01-29,CUST_01393,Female,44,Sports,Dumbbells,2,111.09,222.18,West,Cash
2577,2023-01-29,CUST_00717,Male,58,Home & Kitchen,Table Lamp,2,233.26,466.52,West,UPI
2971,2023-01-29,CUST_01985,Male,22,Electronics,Smart Watch,2,371.93,743.86,West,Credit Card
10279,2023-01-29,CUST_01816,Male,33,Clothing,Hoodie,2,116.71,233.42,East,UPI
10682,2023-01-29,CUST_01865,Male,22,Clothing,Hoodie,1,104.4,104.4,South,Credit Card
8392,2023-01-30,CUST_01543,Male,36,Food,Olive Oil,3,7.31,21.93,South,Credit Card
2202,2023-01-30,CUST_01676,Female,45,Electronics,Bluetooth Speaker,7,435.38,3047.66,West,Debit Card
4669,2023-01-30,CUST_01797,Female,67,Home & Kitchen,Pillow,4,126.61,506.44,South,Debit Card
9243,2023-01-30,CUST_00189,Female,58,Home & Kitchen,Knife Set,3,82.31,246.93,North,Debit Card
8789,2023-01-30,CUST_01743,Male,60,Beauty,Perfume,2,108.67,217.34,East,Debit Card
7527,2023-01-30,CUST_00078,Male,19,Sports,Skipping Rope,1,80.76,80.76,West,Credit Card
1238,2023-01-30,CUST_00033,Female,36,Sports,Resistance Band,4,63.93,255.72,North,UPI
6566,2023-01-30,CUST_00755,Male,47,Electronics,Smartphone,2,423.34,846.68,East,Cash
2048,2023-01-30,CUST_01022,Female,51,Beauty,Foundation,1,32.81,32.81,East,Cash
3976,2023-01-31,CUST_00478,Female,68,Food,Granola,5,17.25,86.25,East,Credit Card
4926,2023-01-31,CUST_01919,Female,59,Home & Kitchen,Pillow,1,206.75,206.75,East,Debit Card
2503,2023-01-31,CUST_01767,Female,47,Food,Granola,2,28.56,57.12,West,Cash
2697,2023-01-31,CUST_01616,Female,26,Clothing,Hoodie,1,89.79,89.79,South,UPI
7498,2023-01-31,CUST_01809,Female,67,Home & Kitchen,Pillow,4,40.76,163.04,West,UPI
5487,2023-01-31,CUST_01520,Female,42,Beauty,Hair Oil,4,56.25,225.0,West,Credit Card
1099,2023-01-31,CUST_01740,Female,26,Beauty,Foundation,1,76.85,76.85,West,Credit Card
5889,2023-01-31,CUST_00716,Female,38,Electronics,Bluetooth Speaker,3,358.71,1076.13,West,Debit Card
3398,2023-01-31,CUST_01862,Female,19,Electronics,Smartphone,3,546.54,1639.62,East,Cash
1313,2023-01-31,CUST_01548,Male,40,Food,Mixed Nuts,1,19.8,19.8,West,UPI
8776,2023-01-31,CUST_00995,Female,67,Food,Peanut Butter,5,3.01,15.05,West,UPI
5197,2023-01-31,CUST_00325,Male,42,Electronics,Bluetooth Speaker,2,135.88,271.76,North,UPI
1875,2023-01-31,CUST_00488,Female,27,Beauty,Face Wash,2,11.95,23.9,North,UPI
1516,2023-02-01,CUST_00302,Male,33,Food,Mixed Nuts,5,25.68,128.4,North,UPI
9280,2023-02-01,CUST_01124,Female,19,Clothing,Formal Shirt,5,25.76,128.8,East,UPI
2970,2023-02-01,CUST_00862,Male,36,Home & Kitchen,Bedsheet,5,246.19,1230.95,East,Debit Card
6647,2023-02-01,CUST_00248,Female,32,Home & Kitchen,Wall Clock,2,222.12,444.24,South,Debit Card
1357,2023-02-01,CUST_01422,Male,27,Clothing,T-Shirt,6,65.09,390.54,South,Debit Card
1902,2023-02-01,CUST_00840,Female,21,Home & Kitchen,Wall Clock,4,148.79,595.16,North,Cash
1879,2023-02-02,CUST_00823,Male,69,Clothing,Shorts,3,92.22,276.66,South,Debit Card
